num,20,2
6-1-65-5,74,73,aa,0,2,2
6-1-66-3,64,67,9a,3,3,3
6-1-67-1,32,34,4d,1,2,1
6-1-68-0,0,0,0,0,0,0
6-2-69-255,28a,232,2eb,-29,-29,-40
6-2-70-247,285,22e,2e4,-29,-29,-42
6-2-71-239,27e,228,2dc,-30,-30,-43
6-2-72-231,274,220,2d0,-28,-28,-40
6-2-73-223,269,216,2c3,-25,-26,-36
6-2-74-215,25e,20d,2b6,-23,-24,-33
6-2-75-207,252,203,2a8,-21,-22,-30
6-2-76-199,247,1fa,29c,-20,-21,-28
6-2-77-191,23c,1f0,28e,-18,-20,-26
6-2-78-183,230,1e6,281,-17,-19,-24
6-2-79-175,225,1dc,273,-15,-17,-23
6-2-80-159,20e,1c9,259,-13,-14,-18
6-2-81-143,1f6,1b4,23d,-10,-12,-15
6-2-82-127,1dc,19e,221,-9,-11,-13
6-2-83-111,1c1,187,204,-8,-10,-11
6-2-84-95,1a5,16e,1e4,-6,-8,-9
6-2-85-79,186,154,1c3,-5,-5,-6
6-2-86-63,164,135,19d,-3,-5,-5
6-2-87-55,14f,124,188,-5,-6,-6
6-2-88-47,139,111,171,-5,-5,-5
6-2-89-39,122,fc,159,-5,-5,-4
6-2-90-31,107,e4,13c,-4,-4,-4
6-2-91-23,e3,c7,118,-3,-2,-2
6-2-92-19,d0,b8,105,-4,-1,-2
6-2-93-17,c7,b0,fc,-3,-1,-2
6-2-94-15,bd,a8,f2,-3,0,-1
6-2-95-13,b1,a0,e7,-1,2,2
6-2-96-11,a4,97,db,0,4,5
6-2-97-9,97,8f,cf,2,7,7
6-2-98-7,89,85,c2,3,9,10
6-2-99-5,7d,7c,b6,9,11,14
6-2-100-3,6f,71,a9,14,13,18
6-2-101-1,38,39,55,7,7,9
6-2-102-0,0,0,0,0,0,0
6-3-103-255,287,22e,2e4,-32,-33,-47
6-3-104-247,282,229,2dd,-32,-34,-49
6-3-105-239,27a,223,2d5,-34,-35,-50
6-3-106-231,271,21c,2c9,-31,-32,-47
6-3-107-223,267,212,2bd,-27,-30,-42
6-3-108-215,25c,20a,2b1,-25,-27,-38
6-3-109-207,251,201,2a4,-22,-24,-34
6-3-110-199,246,1f8,298,-21,-23,-32
6-3-111-191,23b,1ee,28b,-19,-22,-29
6-3-112-183,230,1e4,27e,-17,-21,-27
6-3-113-175,225,1db,271,-15,-18,-25
6-3-114-159,20e,1c8,258,-13,-15,-19
6-3-115-143,1f7,1b4,23d,-9,-12,-15
6-3-116-127,1dd,19e,221,-8,-11,-13
6-3-117-111,1c3,187,204,-6,-10,-11
6-3-118-95,1a6,16f,1e5,-5,-7,-8
6-3-119-79,188,155,1c5,-3,-4,-4
6-3-120-63,166,136,19f,-1,-4,-3
6-3-121-55,151,126,18a,-3,-4,-4
6-3-122-47,13b,113,173,-3,-3,-3
6-3-123-39,124,fe,15b,-3,-3,-2
6-3-124-31,108,e6,13f,-3,-2,-1
6-3-125-23,e6,cb,11d,0,2,3
6-3-126-19,d4,bd,10c,0,4,5
6-3-127-17,cb,b6,103,1,5,5
6-3-128-15,c2,ae,fa,2,6,7
6-3-129-13,b7,a8,f1,5,10,12
6-3-130-11,ac,a0,e7,8,13,17
6-3-131-9,a0,99,dd,11,17,21
6-3-132-7,94,90,d1,14,20,25
6-3-133-5,89,89,c9,21,24,33
6-3-134-3,7d,80,bf,28,28,40
6-3-135-1,3f,40,60,14,14,20
6-3-136-0,0,0,0,0,0,0
6-4-137-255,2d9,275,342,50,38,47
6-4-138-247,2d6,271,33d,52,38,47
6-4-139-239,2d2,26b,336,54,37,47
6-4-140-231,2c3,25f,324,51,35,44
6-4-141-223,2b2,252,310,48,34,41
6-4-142-215,2a2,245,2fd,45,32,38
6-4-143-207,291,237,2e9,42,30,35
6-4-144-199,283,22c,2d9,40,29,33
6-4-145-191,275,21f,2c8,39,27,32
6-4-146-183,266,213,2b7,37,26,30
6-4-147-175,257,207,2a5,35,26,27
6-4-148-159,23a,1ee,283,31,23,24
6-4-149-143,21c,1d5,260,28,21,20
6-4-150-127,1ff,1bb,23d,26,18,15
6-4-151-111,1e0,19f,219,23,14,10
6-4-152-95,1c0,183,1f6,21,13,9
6-4-153-79,19d,165,1d0,18,12,7
6-4-154-63,178,144,1a6,17,10,4
6-4-155-55,163,131,18f,15,7,1
6-4-156-47,14c,11d,176,14,7,0
6-4-157-39,134,107,15c,13,6,-1
6-4-158-31,117,ed,13e,12,5,-2
6-4-159-23,f0,cb,116,10,2,-4
6-4-160-19,dd,b9,102,9,0,-5
6-4-161-17,d3,b1,f8,9,0,-6
6-4-162-15,c8,a7,ed,8,-1,-6
6-4-163-13,b8,99,de,6,-5,-7
6-4-164-11,a7,8a,cd,3,-9,-9
6-4-165-9,96,7b,bd,1,-13,-11
6-4-166-7,84,6b,ac,-2,-17,-12
6-4-167-5,6d,54,95,-7,-29,-19
6-4-168-3,54,3b,7d,-13,-41,-26
6-4-169-1,2a,1e,3f,-7,-20,-13
6-4-170-0,0,0,0,0,0,0
6-5-171-255,287,249,2f9,-32,-6,-26
6-5-172-247,281,244,2f3,-33,-7,-27
6-5-173-239,27a,23d,2eb,-34,-9,-28
6-5-174-231,273,237,2e3,-29,-5,-21
6-5-175-223,26b,230,2da,-23,0,-13
6-5-176-215,263,229,2d1,-18,4,-6
6-5-177-207,25a,221,2c7,-13,8,1
6-5-178-199,252,21a,2be,-9,11,6
6-5-179-191,249,212,2b4,-5,14,12
6-5-180-183,240,20a,2ab,-1,17,18
6-5-181-175,237,202,2a1,3,21,23
6-5-182-159,226,1f2,28d,11,27,34
6-5-183-143,213,1e1,279,19,33,45
6-5-184-127,1fd,1ce,262,24,37,52
6-5-185-111,1e6,1b9,24a,29,40,59
6-5-186-95,1cd,1a4,230,34,46,67
6-5-187-79,1b0,189,212,37,48,73
6-5-188-63,18d,16c,1ef,38,50,77
6-5-189-55,17c,15b,1dd,40,49,79
6-5-190-47,166,149,1c7,40,51,81
6-5-191-39,14f,136,1af,40,53,82
6-5-192-31,135,120,195,42,56,85
6-5-193-23,116,108,172,48,63,88
6-5-194-19,106,fc,160,50,67,89
6-5-195-17,fe,f6,157,52,69,89
6-5-196-15,f5,ef,14d,53,71,90
6-5-197-13,ed,e9,144,59,75,95
6-5-198-11,e4,e2,13b,64,79,101
6-5-199-9,dc,dc,131,71,84,105
6-5-200-7,d2,d4,127,76,88,111
6-5-201-5,cd,cf,120,89,94,120
6-5-202-3,c6,c8,117,101,100,128
6-5-203-1,63,64,8c,50,50,64
6-5-204-0,0,0,0,0,0,0
6-6-205-255,281,228,2db,-38,-39,-56
6-6-206-247,27c,223,2d4,-38,-40,-58
6-6-207-239,275,21d,2cc,-39,-41,-59
6-6-208-231,26b,216,2c1,-37,-38,-55
6-6-209-223,262,20d,2b6,-32,-35,-49
6-6-210-215,258,206,2ab,-29,-31,-44
6-6-211-207,24d,1fc,29e,-26,-29,-40
6-6-212-199,242,1f4,293,-25,-27,-37
6-6-213-191,238,1eb,286,-22,-25,-34
6-6-214-183,22d,1e1,27a,-20,-24,-31
6-6-215-175,222,1d8,26d,-18,-21,-29
6-6-216-159,20c,1c5,254,-15,-18,-23
6-6-217-143,1f5,1b2,23a,-11,-14,-18
6-6-218-127,1dc,19d,21f,-9,-12,-15
6-6-219-111,1c2,186,203,-7,-11,-12
6-6-220-95,1a5,16e,1e4,-6,-8,-9
6-6-221-79,187,155,1c4,-4,-4,-5
6-6-222-63,165,136,19f,-2,-4,-3
6-6-223-55,150,126,18b,-4,-4,-3
6-6-224-47,13b,113,175,-3,-3,-1
6-6-225-39,125,ff,15e,-2,-2,1
6-6-226-31,109,e8,142,-2,0,2
6-6-227-23,e8,d0,124,2,7,10
6-6-228-19,d8,c3,115,4,10,14
6-6-229-17,d0,bd,10d,6,12,15
6-6-230-15,c6,b7,105,6,15,18
6-6-231-13,be,b1,fe,12,19,25
6-6-232-11,b4,aa,f6,16,23,32
6-6-233-9,ab,a4,ed,22,28,37
6-6-234-7,a1,9d,e4,27,33,44
6-6-235-5,95,97,df,33,38,55
6-6-236-3,88,90,d9,39,44,66
6-6-237-1,44,48,6d,19,22,33
6-6-238-0,0,0,0,0,0,0
6-7-239-255,272,21a,2c8,-53,-53,-75
6-7-240-247,26d,216,2c2,-53,-53,-76
6-7-241-239,266,210,2ba,-54,-54,-77
6-7-242-231,25d,209,2b0,-51,-51,-72
6-7-243-223,254,201,2a5,-46,-47,-66
6-7-244-215,24a,1fa,29b,-43,-43,-60
6-7-245-207,240,1f1,28f,-39,-40,-55
6-7-246-199,236,1e9,284,-37,-38,-52
6-7-247-191,22c,1e0,278,-34,-36,-48
6-7-248-183,221,1d7,26c,-32,-34,-45
6-7-249-175,216,1ce,260,-30,-31,-42
6-7-250-159,201,1bc,248,-26,-27,-35
6-7-251-143,1eb,1a9,22f,-21,-23,-29
6-7-252-127,1d3,195,215,-18,-20,-25
6-7-253-111,1ba,17f,1fa,-15,-18,-21
6-7-254-95,19d,168,1dd,-14,-14,-16
6-7-255-79,180,14f,1be,-11,-10,-11
6-7-256-63,15e,132,19a,-9,-8,-8
6-7-257-55,14b,123,188,-9,-7,-6
6-7-258-47,137,111,173,-7,-5,-3
6-7-259-39,121,fe,15d,-6,-3,0
6-7-260-31,106,e8,144,-5,0,4
6-7-261-23,e8,d4,12b,2,11,17
6-7-262-19,d9,c9,11e,5,16,23
6-7-263-17,d2,c4,117,8,19,25
6-7-264-15,c9,be,110,9,22,29
6-7-265-13,c3,ba,10b,17,28,38
6-7-266-11,bb,b4,105,23,33,47
6-7-267-9,b4,af,ff,31,39,55
6-7-268-7,ac,a9,f8,38,45,64
6-7-269-5,9b,a4,f6,39,51,78
6-7-270-3,89,9e,f2,40,58,91
6-7-271-1,45,4f,79,20,29,45
6-7-272-0,0,0,0,0,0,0
6-8-273-255,26f,218,2c5,-56,-55,-78
6-8-274-247,26a,214,2c0,-56,-55,-78
6-8-275-239,264,20f,2b8,-56,-55,-79
6-8-276-231,25b,208,2af,-53,-52,-73
6-8-277-223,252,200,2a3,-48,-48,-68
6-8-278-215,249,1f9,29a,-44,-44,-61
6-8-279-207,23e,1f1,28e,-41,-40,-56
6-8-280-199,235,1e8,284,-38,-39,-52
6-8-281-191,22b,1e0,278,-35,-36,-48
6-8-282-183,221,1d7,26d,-32,-34,-44
6-8-283-175,215,1ce,261,-31,-31,-41
6-8-284-159,200,1bc,24a,-27,-27,-33
6-8-285-143,1eb,1a9,232,-21,-23,-26
6-8-286-127,1d3,196,219,-18,-19,-21
6-8-287-111,1bb,180,1fe,-14,-17,-17
6-8-288-95,19e,16a,1e2,-13,-12,-11
6-8-289-79,181,151,1c4,-10,-8,-5
6-8-290-63,15f,135,1a1,-8,-5,-1
6-8-291-55,14d,127,191,-7,-3,3
6-8-292-47,13a,116,17d,-4,0,7
6-8-293-39,124,104,169,-3,3,12
6-8-294-31,10b,f0,152,0,8,18
6-8-295-23,ed,e0,13e,7,23,36
6-8-296-19,e0,d6,134,12,29,45
6-8-297-17,d9,d2,12d,15,33,47
6-8-298-15,d1,cd,128,17,37,53
6-8-299-13,cd,ca,125,27,44,64
6-8-300-11,c6,c5,121,34,50,75
6-8-301-9,c1,c1,11d,44,57,85
6-8-302-7,bc,bc,117,54,64,95
6-8-303-5,9f,b7,117,43,70,111
6-8-304-3,81,b0,115,32,76,126
6-8-305-1,41,58,8b,16,38,63
6-8-306-0,0,0,0,0,0,0
6-9-307-255,218,1cf,264,-143,-128,-175
6-9-308-247,215,1cc,260,-141,-127,-174
6-9-309-239,210,1c8,25a,-140,-126,-173
6-9-310-231,209,1c2,252,-135,-122,-166
6-9-311-223,201,1bc,24a,-129,-116,-157
6-9-312-215,1f9,1b6,241,-124,-111,-150
6-9-313-207,1f1,1ae,238,-118,-107,-142
6-9-314-199,1e9,1a8,22f,-114,-103,-137
6-9-315-191,1e0,1a1,226,-110,-99,-130
6-9-316-183,1d7,199,21c,-106,-96,-125
6-9-317-175,1ce,192,213,-102,-91,-119
6-9-318-159,1bd,182,1ff,-94,-85,-108
6-9-319-143,1aa,173,1ec,-86,-77,-96
6-9-320-127,196,162,1d7,-79,-71,-87
6-9-321-111,182,150,1c1,-71,-65,-78
6-9-322-95,169,13d,1aa,-66,-57,-67
6-9-323-79,150,128,191,-59,-49,-56
6-9-324-63,133,111,175,-52,-41,-45
6-9-325-55,123,105,169,-49,-37,-37
6-9-326-47,113,f9,15a,-43,-29,-28
6-9-327-39,101,eb,14b,-38,-22,-18
6-9-328-31,ed,dc,13b,-30,-12,-5
6-9-329-23,d5,d0,12e,-17,7,20
6-9-330-19,ca,ca,128,-10,17,33
6-9-331-17,c4,c7,124,-6,22,38
6-9-332-15,bd,c3,120,-3,27,45
6-9-333-13,bb,c2,11e,9,36,57
6-9-334-11,b7,bf,11d,19,44,71
6-9-335-9,b5,bc,11a,32,52,82
6-9-336-7,b1,b9,117,43,61,95
6-9-337-5,b1,b9,117,61,72,111
6-9-338-3,59,aa,115,-8,70,126
6-9-339-1,2d,55,8b,-4,35,63
6-9-340-0,0,0,0,0,0,0
6-10-341-255,1bf,185,202,-232,-202,-273
6-10-342-247,1be,184,200,-228,-199,-270
6-10-343-239,1bb,181,1fc,-225,-197,-267
6-10-344-231,1b5,17d,1f6,-219,-191,-258
6-10-345-223,1af,177,1f0,-211,-185,-247
6-10-346-215,1a8,172,1e9,-205,-179,-238
6-10-347-207,1a1,16c,1e2,-198,-173,-228
6-10-348-199,19b,167,1dc,-192,-168,-220
6-10-349-191,194,161,1d4,-186,-163,-212
6-10-350-183,18d,15b,1cd,-180,-158,-204
6-10-351-175,186,155,1c6,-174,-152,-196
6-10-352-159,178,149,1b7,-163,-142,-180
6-10-353-143,169,13c,1a8,-151,-132,-164
6-10-354-127,159,12f,198,-140,-122,-150
6-10-355-111,148,121,187,-129,-112,-136
6-10-356-95,135,110,175,-118,-102,-120
6-10-357-79,120,100,163,-107,-89,-102
6-10-358-63,107,ee,14f,-96,-76,-83
6-10-359-55,fa,e5,146,-90,-69,-72
6-10-360-47,ed,de,13e,-81,-56,-56
6-10-361-39,df,d5,134,-72,-44,-41
6-10-362-31,d3,cd,12c,-56,-27,-20
6-10-363-23,be,c5,127,-40,-4,13
6-10-364-19,b4,c1,124,-32,8,29
6-10-365-17,ae,bf,122,-28,14,36
6-10-366-15,a8,bc,120,-24,20,45
6-10-367-13,a8,bc,120,-10,30,59
6-10-368-11,a7,bb,120,3,40,74
6-10-369-9,a7,bb,11f,18,51,87
6-10-370-7,a5,b9,11e,31,61,102
6-10-371-5,61,ae,11c,-19,61,116
6-10-372-3,1b,a2,118,-70,62,129
6-10-373-1,e,51,8c,-35,31,64
6-10-374-0,0,0,0,0,0,0
7-0-1-255,28d,234,2ef,0,0,0
7-0-2-247,289,231,2eb,0,0,0
7-0-3-239,284,22c,2e5,0,0,0
7-0-4-231,278,223,2d7,0,0,0
7-0-5-223,26c,218,2c8,0,0,0
7-0-6-215,25f,20e,2ba,0,0,0
7-0-7-207,252,203,2aa,0,0,0
7-0-8-199,247,1f9,29d,0,0,0
7-0-9-191,23a,1ef,28e,0,0,0
7-0-10-183,22e,1e4,280,0,0,0
7-0-11-175,222,1d9,271,0,0,0
7-0-12-159,209,1c4,255,0,0,0
7-0-13-143,1f0,1ae,237,0,0,0
7-0-14-127,1d6,199,21b,0,0,0
7-0-15-111,1bb,182,1fd,0,0,0
7-0-16-95,19f,168,1dc,0,0,0
7-0-17-79,181,14e,1ba,0,0,0
7-0-18-63,15e,131,196,0,0,0
7-0-19-55,14c,120,182,0,0,0
7-0-20-47,137,10e,16b,0,0,0
7-0-21-39,120,fa,153,0,0,0
7-0-22-31,106,e3,137,0,0,0
7-0-23-23,e4,c6,114,0,0,0
7-0-24-19,d2,b7,102,0,0,0
7-0-25-17,ca,af,f9,0,0,0
7-0-26-15,c0,a7,ef,0,0,0
7-0-27-13,b3,9d,e2,0,0,0
7-0-28-11,a6,93,d5,0,0,0
7-0-29-9,98,88,c7,0,0,0
7-0-30-7,8a,7d,b9,0,0,0
7-0-31-5,79,72,a9,0,0,0
7-0-32-3,66,65,98,0,0,0
7-0-33-1,33,33,4c,0,0,0
7-0-34-0,0,0,0,0,0,0
7-1-35-255,27a,222,2d7,-19,-18,-24
7-1-36-247,276,21e,2d1,-19,-19,-26
7-1-37-239,26f,219,2cb,-21,-19,-26
7-1-38-231,265,211,2bf,-19,-18,-24
7-1-39-223,25a,207,2b1,-18,-17,-23
7-1-40-215,24f,1ff,2a5,-16,-15,-21
7-1-41-207,244,1f4,297,-14,-15,-19
7-1-42-199,239,1ec,28b,-14,-13,-18
7-1-43-191,22d,1e2,27d,-13,-13,-17
7-1-44-183,222,1d8,270,-12,-12,-16
7-1-45-175,217,1cf,263,-11,-10,-14
7-1-46-159,1ff,1bb,249,-10,-9,-12
7-1-47-143,1e8,1a7,22e,-8,-7,-9
7-1-48-127,1cf,192,212,-7,-7,-9
7-1-49-111,1b4,17b,1f5,-7,-7,-8
7-1-50-95,199,163,1d6,-6,-5,-6
7-1-51-79,17a,148,1b4,-7,-6,-6
7-1-52-63,15a,12c,190,-4,-5,-6
7-1-53-55,146,11b,17d,-6,-5,-5
7-1-54-47,132,109,166,-5,-5,-5
7-1-55-39,11b,f6,14e,-5,-4,-5
7-1-56-31,102,df,134,-4,-4,-3
7-1-57-23,e0,c3,110,-4,-3,-4
7-1-58-19,ce,b4,fe,-4,-3,-4
7-1-59-17,c6,ad,f5,-4,-2,-4
7-1-60-15,bc,a4,eb,-4,-3,-4
7-1-61-13,af,9b,de,-4,-2,-4
7-1-62-11,a1,92,d1,-5,-1,-4
7-1-63-9,94,88,c4,-4,0,-3
7-1-64-7,85,7e,b6,-5,1,-3
7-1-65-5,7c,74,a9,3,2,0
7-1-66-3,6c,68,9c,6,3,4
7-1-67-1,36,34,4e,3,1,2
7-1-68-0,0,0,0,0,0,0
7-2-69-255,273,219,2cb,-26,-27,-36
7-2-70-247,26e,215,2c5,-27,-28,-38
7-2-71-239,267,210,2be,-29,-28,-39
7-2-72-231,25e,208,2b3,-26,-27,-36
7-2-73-223,253,1ff,2a6,-25,-25,-34
7-2-74-215,249,1f7,29a,-22,-23,-32
7-2-75-207,23e,1ed,28d,-20,-22,-29
7-2-76-199,234,1e5,282,-19,-20,-27
7-2-77-191,229,1dc,275,-17,-19,-25
7-2-78-183,21e,1d3,269,-16,-17,-23
7-2-79-175,213,1ca,25d,-15,-15,-20
7-2-80-159,1fd,1b8,244,-12,-12,-17
7-2-81-143,1e6,1a5,22b,-10,-9,-12
7-2-82-127,1ce,190,210,-8,-9,-11
7-2-83-111,1b4,179,1f3,-7,-9,-10
7-2-84-95,199,162,1d5,-6,-6,-7
7-2-85-79,17a,147,1b3,-7,-7,-7
7-2-86-63,15a,12b,190,-4,-6,-6
7-2-87-55,146,11a,17c,-6,-6,-6
7-2-88-47,131,108,166,-6,-6,-5
7-2-89-39,11b,f5,14e,-5,-5,-5
7-2-90-31,102,df,134,-4,-4,-3
7-2-91-23,e0,c4,111,-4,-2,-3
7-2-92-19,ce,b6,100,-4,-1,-2
7-2-93-17,c6,af,f7,-4,0,-2
7-2-94-15,bc,a7,ed,-4,0,-2
7-2-95-13,b0,9f,e2,-3,2,0
7-2-96-11,a3,97,d6,-3,4,1
7-2-97-9,97,8e,cb,-1,6,4
7-2-98-7,89,85,be,-1,8,5
7-2-99-5,7f,7c,b4,6,10,11
7-2-100-3,73,72,a9,13,13,17
7-2-101-1,3a,39,55,7,6,9
7-2-102-0,0,0,0,0,0,0
7-3-103-255,270,214,2c4,-29,-32,-43
7-3-104-247,26b,211,2bf,-30,-32,-44
7-3-105-239,264,20b,2b8,-32,-33,-45
7-3-106-231,25b,203,2ad,-29,-32,-42
7-3-107-223,250,1fa,2a0,-28,-30,-40
7-3-108-215,246,1f2,294,-25,-28,-38
7-3-109-207,23c,1e8,287,-22,-27,-35
7-3-110-199,232,1e1,27d,-21,-24,-32
7-3-111-191,227,1d8,271,-19,-23,-29
7-3-112-183,21c,1d0,265,-18,-20,-27
7-3-113-175,212,1c7,259,-16,-18,-24
7-3-114-159,1fd,1b6,242,-12,-14,-19
7-3-115-143,1e6,1a4,22a,-10,-10,-13
7-3-116-127,1cf,190,210,-7,-9,-11
7-3-117-111,1b5,179,1f3,-6,-9,-10
7-3-118-95,19b,163,1d6,-4,-5,-6
7-3-119-79,17c,148,1b4,-5,-6,-6
7-3-120-63,15b,12c,191,-3,-5,-5
7-3-121-55,147,11b,17d,-5,-5,-5
7-3-122-47,132,109,168,-5,-5,-3
7-3-123-39,11c,f6,150,-4,-4,-3
7-3-124-31,103,e0,136,-3,-3,-1
7-3-125-23,e2,c7,115,-2,1,1
7-3-126-19,d0,bb,105,-2,4,3
7-3-127-17,c8,b4,fd,-2,5,4
7-3-128-15,bf,ad,f4,-1,6,5
7-3-129-13,b4,a6,eb,1,9,9
7-3-130-11,a9,9f,e1,3,12,12
7-3-131-9,9f,97,d8,7,15,17
7-3-132-7,93,8f,cd,9,18,20
7-3-133-5,83,88,c6,10,22,29
7-3-134-3,78,80,bd,18,27,37
7-3-135-1,3c,40,5f,9,13,19
7-3-136-0,0,0,0,0,0,0
7-4-137-255,2ba,256,319,45,34,42
7-4-138-247,2b7,254,316,46,35,43
7-4-139-239,2b3,251,311,47,37,44
7-4-140-231,2a5,246,300,45,35,41
7-4-141-223,297,239,2ee,43,33,38
7-4-142-215,288,22d,2dd,41,31,35
7-4-143-207,279,220,2ca,39,29,32
7-4-144-199,26c,215,2bb,37,28,30
7-4-145-191,25e,209,2aa,36,26,28
7-4-146-183,250,1fd,29a,34,25,26
7-4-147-175,242,1f1,28a,32,24,25
7-4-148-159,227,1da,269,30,22,20
7-4-149-143,20a,1c1,248,26,19,17
7-4-150-127,1ef,1a9,229,25,16,14
7-4-151-111,1d2,190,208,23,14,11
7-4-152-95,1b3,176,1e6,20,14,10
7-4-153-79,193,159,1c2,18,11,8
7-4-154-63,16e,13a,19a,16,9,4
7-4-155-55,15a,128,184,14,8,2
7-4-156-47,144,115,16c,13,7,1
7-4-157-39,12d,100,153,13,6,0
7-4-158-31,112,e8,136,12,5,-1
7-4-159-23,ed,c8,110,9,2,-4
7-4-160-19,db,b7,fd,9,0,-5
7-4-161-17,d1,af,f4,7,0,-5
7-4-162-15,c7,a6,e9,7,-1,-6
7-4-163-13,b8,99,db,5,-4,-7
7-4-164-11,a8,8b,cc,2,-8,-9
7-4-165-9,99,7d,bd,1,-11,-10
7-4-166-7,88,6e,ad,-2,-15,-12
7-4-167-5,71,57,97,-8,-27,-18
7-4-168-3,59,3f,7f,-13,-38,-25
7-4-169-1,2d,20,40,-6,-19,-12
7-4-170-0,0,0,0,0,0,0
7-5-171-255,27c,23a,2e4,-17,6,-11
7-5-172-247,276,235,2dd,-19,4,-14
7-5-173-239,26e,22f,2d4,-22,3,-17
7-5-174-231,268,229,2cd,-16,6,-10
7-5-175-223,260,223,2c5,-12,11,-3
7-5-176-215,259,21c,2bd,-6,14,3
7-5-177-207,251,215,2b4,-1,18,10
7-5-178-199,249,20e,2ac,2,21,15
7-5-179-191,241,207,2a3,7,24,21
7-5-180-183,238,1ff,29a,10,27,26
7-5-181-175,22f,1f7,290,13,30,31
7-5-182-159,21e,1e8,27e,21,36,41
7-5-183-143,20c,1d8,26b,28,42,52
7-5-184-127,1f7,1c6,255,33,45,58
7-5-185-111,1e0,1b2,23d,37,48,64
7-5-186-95,1c9,19d,225,42,53,73
7-5-187-79,1ad,185,208,44,55,78
7-5-188-63,18d,169,1e8,47,56,82
7-5-189-55,17b,159,1d6,47,57,84
7-5-190-47,167,148,1c1,48,58,86
7-5-191-39,151,135,1ab,49,59,88
7-5-192-31,137,120,191,49,61,90
7-5-193-23,119,10a,171,53,68,93
7-5-194-19,109,ff,160,55,72,94
7-5-195-17,102,fa,158,56,75,95
7-5-196-15,f9,f3,14f,57,76,96
7-5-197-13,f1,ed,146,62,80,100
7-5-198-11,e8,e6,13d,66,83,104
7-5-199-9,e0,e0,133,72,88,108
7-5-200-7,d6,d8,129,76,91,112
7-5-201-5,cf,d3,122,86,97,121
7-5-202-3,c6,cc,119,96,103,129
7-5-203-1,63,66,8d,48,51,65
7-5-204-0,0,0,0,0,0,0
7-6-205-255,26a,20e,2bb,-35,-38,-52
7-6-206-247,266,20b,2b6,-35,-38,-53
7-6-207-239,260,206,2b0,-36,-38,-53
7-6-208-231,257,1fd,2a5,-33,-38,-50
7-6-209-223,24b,1f4,298,-33,-36,-48
7-6-210-215,241,1ec,28c,-30,-34,-46
7-6-211-207,236,1e2,27f,-28,-33,-43
7-6-212-199,22d,1da,275,-26,-31,-40
7-6-213-191,223,1d3,26a,-23,-28,-36
7-6-214-183,218,1ca,25e,-22,-26,-34
7-6-215-175,20e,1c2,253,-20,-23,-30
7-6-216-159,1fa,1b2,23d,-15,-18,-24
7-6-217-143,1e4,1a1,226,-12,-13,-17
7-6-218-127,1cd,18d,20c,-9,-12,-15
7-6-219-111,1b4,177,1f1,-7,-11,-12
7-6-220-95,19a,162,1d5,-5,-6,-7
7-6-221-79,17b,147,1b4,-6,-7,-6
7-6-222-63,15a,12b,191,-4,-6,-5
7-6-223-55,147,11b,17e,-5,-5,-4
7-6-224-47,132,109,169,-5,-5,-2
7-6-225-39,11d,f7,152,-3,-3,-1
7-6-226-31,103,e1,138,-3,-2,1
7-6-227-23,e4,cb,11b,0,5,7
7-6-228-19,d3,c0,10d,1,9,11
7-6-229-17,cb,bb,105,1,12,12
7-6-230-15,c2,b4,fd,2,13,14
7-6-231-13,ba,ae,f7,7,17,21
7-6-232-11,b1,a8,ef,11,21,26
7-6-233-9,a9,a2,e8,17,26,33
7-6-234-7,9f,9b,e0,21,30,39
7-6-235-5,87,95,db,14,35,50
7-6-236-3,77,90,d5,17,43,61
7-6-237-1,3c,48,6b,9,21,31
7-6-238-0,0,0,0,0,0,0
7-7-239-255,25b,201,2a9,-50,-51,-70
7-7-240-247,257,1fe,2a5,-50,-51,-70
7-7-241-239,252,1f9,29f,-50,-51,-70
7-7-242-231,249,1f1,294,-47,-50,-67
7-7-243-223,23e,1e8,288,-46,-48,-64
7-7-244-215,234,1df,27c,-43,-47,-62
7-7-245-207,229,1d5,26f,-41,-46,-59
7-7-246-199,220,1ce,265,-39,-43,-56
7-7-247-191,216,1c7,25b,-36,-40,-51
7-7-248-183,20c,1bf,250,-34,-37,-48
7-7-249-175,202,1b7,245,-32,-34,-44
7-7-250-159,1ef,1a8,230,-26,-28,-37
7-7-251-143,1da,198,21a,-22,-22,-29
7-7-252-127,1c4,185,202,-18,-20,-25
7-7-253-111,1ac,170,1e8,-15,-18,-21
7-7-254-95,192,15b,1cd,-13,-13,-15
7-7-255-79,175,142,1ae,-12,-12,-12
7-7-256-63,154,127,18d,-10,-10,-9
7-7-257-55,142,117,17a,-10,-9,-8
7-7-258-47,12e,107,167,-9,-7,-4
7-7-259-39,119,f5,152,-7,-5,-1
7-7-260-31,100,e1,139,-6,-2,2
7-7-261-23,e4,ce,121,0,8,13
7-7-262-19,d5,c5,114,3,14,18
7-7-263-17,ce,c0,10e,4,17,21
7-7-264-15,c6,ba,107,6,19,24
7-7-265-13,c0,b6,103,13,25,33
7-7-266-11,b9,b1,fe,19,30,41
7-7-267-9,b2,ac,f9,26,36,50
7-7-268-7,aa,a6,f3,32,41,58
7-7-269-5,8d,a2,f0,20,48,71
7-7-270-3,6e,9d,ec,8,56,84
7-7-271-1,37,4f,76,4,28,42
7-7-272-0,0,0,0,0,0,0
7-8-273-255,259,1ff,2a6,-52,-53,-73
7-8-274-247,255,1fd,2a3,-52,-52,-72
